eng_text,tgt_lang,tgt_lang_text,eng_reln,gemma_3_12b
"My father and uncle tried to flee.
",mal_Mlym,"എന്‍റെ ബാപ്പയും അമ്മാവനും ഓടി രക്ഷപ്പെടുവാനായി ശ്രമിച്ചു.
",uncle,X
"The woman is currently residing at her maternal uncle’s house.
",mal_Mlym,"തേവരയിലെ വീട്ടിലാണ് അമ്മ ഇപ്പോള്‍ കഴിയുന്നത്.
",uncle,X
"The police had taken into custody Suresh, uncle of Aneesh’s wife Haritha, on the day of the incident.
",mal_Mlym,"കൊലനടന്ന വെള്ളിയാഴ്ച തന്നെ അനീഷിന്റെ ഭാര്യയുടെ അമ്മാവന്‍ സുരേഷിനെയും പൊലീസ് കസ്റ്റഡിയിലെടുത്തിരുന്നു.
",uncle,B
"But I know my uncle well.
",mal_Mlym,"പക്ഷേ എനിക്ക് മമ്മീടെ മനസ്സറിയാം.
",uncle,B
"Mathew was the uncle of Jolly's first husband Roy Thomas.
",mal_Mlym,"ജോളിയുടെ ആദ്യ ഭര്‍ത്താവ് റോയിയുടെ മാതൃസഹോദരനായ മാത്യു മഞ്ചാടിയില്‍ വിമുക്ത ഭടന്‍ ആയിരുന്നു.
",uncle,B
"One of the accused is the girl’s paternal uncle.
",mal_Mlym,"പെണ്‍കുട്ടികളുടെ അമ്മയുടെ ഇളയച്ഛന്റെ മകനാണ് പ്രതികളിലൊരാള്‍.
",uncle,B
"Nivin Pauly’s paternal uncle’s wife is the younger sister of Tovino’s father.
",mal_Mlym,"നിവിന്‍ പോളിയുടെ അച്ഛന്റെ സഹോദരന്‍ വിവാഹം ചെയ്തത് ടൊവിനോയുടെ പിതാവിൻ്റെ സഹോദരിയെ ആയിരുന്നു.
",uncle,B
"Nirav Modi and his uncle Mehul Choksi left India just before the news of the PNB scam erupted.
",mal_Mlym,"തട്ടിപ്പ് നടന്നതായി തിരിച്ചറിഞ്ഞ് പഞ്ചാബ് നാഷണൽ ബാങ്ക് സിബിഐ സമീപിക്കുന്ന സമയത്തിനുള്ളിൽ തന്നെ നീരവ് മോദി, ഭാര്യ ആമി, ബന്ധു മെഹുൽ ചോക്സി എന്നിവർ ഇന്ത്യ വിട്ടിരുന്നു.
",uncle,B
"An uncle of her father’s already had been killed.
",mal_Mlym,"അച്ചന്റെ അപ്പൻ നേരത്തെ മരിച്ചിരുന്നു.
",uncle,B
"Cousins, uncles, fathers, brothers, friends of the family.
",mal_Mlym,"അച്ഛൻ, അമ്മ, അനിയത്തിമാർ, വലിയമ്മ, വലിയച്ഛൻ എന്നിവരാണ് കുടുംബാംഗങ്ങൾ.
",uncle,B
"“No, uncle, my mother’s sick.
",mal_Mlym,"“ഇല്ല മോനെ, അമ്മ ഇനി കരയില്ല.
",uncle,B
"Three-year-old raped by maternal uncle
",mal_Mlym,"മൂന്ന് വയസ്സുകാരിയെ അമ്മാവന്‍ കൊലപ്പെടുത്തി
",uncle,B
"After that his upbringing was assumed by his paternal uncle Abu Talib.
",mal_Mlym,"പിന്നീടദ്ദേഹം പിതൃസഹോദരനായ അബൂത്വാലിബിന്റെ സംരക്ഷണത്തിൽ വളർന്നു.
",uncle,B
"Sushant Singh Rajput’s maternal uncle claims the Bollywood actor was murdered, demands CBI investigation into his death
",mal_Mlym,"ന്യൂഡൽഹി: ബോളിവുഡ്​ താരം സുശാന്ത്​ സിങ്​ രജ്​പുതിൻെറ മരണത്തിൽ സി. ബി. ഐ ​അന്വേഷണം വേണമെന്നാവശ്യപ്പെട്ട്​ പിതാവ്​.
",uncle,B
"The boy lived with his uncle.
",mal_Mlym,"അമ്മാവന്റെ കൂടെ താമസിക്കുകയായിരുന്നു കുട്ടി.
",uncle,B
"Three brothers, uncle booked for raping and beheading 12-year-old girl in Madhya Pradesh
",mal_Mlym,"മധ്യപ്രദേശില്‍ ബലാത്സംഗത്തിന് ഇരയാക്കിയ ശേഷം തല വെട്ടിമാറ്റി 12 വയസുകാരിയെ കൊലപ്പെടുത്തിയ കേസില്‍ സഹോദരനും അമ്മാവനും വധശിക്ഷ
",uncle,B
"Ahead of today's Samajwadi Party meet in Lucknow, Akhilesh Yadav and uncle Shivpal Yadav's supporters clashed outside the headquarters.
",mal_Mlym,"ലക്‌നൗ: സമാജ്‌വാദി പാര്‍ട്ടി യോഗം നടക്കുന്ന ലക്‌നൗവില്‍ പാര്‍ട്ടി ഓഫിസിന് മുന്നില്‍ അഖിലേഷ് യാദവിന്റെയും ശിവപാല്‍ യാദവിന്റെയും അനുകൂലികള്‍ തമ്മില്‍ ഏറ്റുമുട്ടി.
",uncle,B
"8-year-old raped by uncle
",mal_Mlym,"8 വയസുകാരനെ മുതല വിഴുങ്ങി
",uncle,X
"After his father’s death, the family was taken control of by his uncle.
",mal_Mlym,"അച്ഛന്റെ മരണ ശേഷം കുടുംബത്തിന്റെ ഉത്തരവാദിത്തം ചേട്ടന്‍ ഏറ്റെടുത്തു.
",uncle,B
"Nirav Modi and his uncle Mehul Choksi are accused in the Punjab National Bank (PNB) fraud case
",mal_Mlym,"പഞ്ചാബ് നാഷനല്‍ ബാങ്കിനെയുള്‍പ്പെടെ തട്ടിച്ച കേസിലാണ് നീരവ് മോദി, അമ്മാവന്‍ മെഹുല്‍ ചോക്‌സി തുടങ്ങിയവരെ പൊലീസ് അന്വേഷിക്കുന്നത്.
",uncle,B
"Nirav Modi and his uncle Mehul Choksi are the main accused in the scam.
",mal_Mlym,"നീരവ് മോദിയും അമ്മാവന്‍ മെഹുല്‍ ചോക്‌സിയുമാണു വായ്പാതട്ടിപ്പു കേസിലെ മുഖ്യപ്രതികള്‍.
",uncle,B
"The case was registered on a complaint from the rape survivor's uncle Mahesh Singh, who is lodged in the Raebareli jail, police said.
",mal_Mlym,"പെണ്‍കുട്ടിയുടെ അമ്മാവന്‍ റായ്ബറേലി ജയിലില്‍ കഴിയുന്ന മഹേഷ് സിംഗ് നല്‍കിയ പരാതിയുടെ അടിസ്ഥാനത്തിലാണ് റായ്ബറേലിയിലെ ഗുര്‍ബൂബ്ഗഞ്ച് പൊലീസ് സ്റ്റേഷനില്‍ കേസ് രജിസ്റ്റര്‍ ചെയ്തത്.
",uncle,B
"And he’s in a house with his grandparents, an uncle, his father.
",mal_Mlym,"അവന്റെ വീട്ടില്‍ അവനും ഉപ്പയും ഉമ്മയും ഒരു അനിയത്തിയുമാണ്.
",uncle,B
"Bhopal: Six-year-old raped by uncle, grandfather
",mal_Mlym,"ഭോപ്പാൽ: ആറുവയസുകാരിയെ ബലാത്സംഗത്തിനിരയായ സംഭവത്തിൽ മുത്തച്ഛനും അമ്മാവനും അറസ്റ്റിൽ.
",uncle,M
"Police have arrested three people, including child's maternal uncle, in connection with the incident.
",mal_Mlym,"സംഭവത്തിൽ വീട്ടുടമയടക്കം സുഹൃത്തുക്കളായ മൂന്ന് പേരെ പൊലീസ് കസ്റ്റഡിയിൽ എടുത്തു.
",uncle,B
"The incident took place when the girl was in her uncle's house.
",mal_Mlym,"സംഭവം നടക്കുമ്പോള്‍ അമ്മൂമ്മയുടെ വീട്ടിലായിരുന്നു ആക്രമിക്കപ്പെട്ട യുവതി.
",uncle,F
"BJP president Amit Shah demanded resignation of Cabinet Minister and the Chief Minister's uncle Shivpal Yadav.
",mal_Mlym,"ഇദ്ദേഹത്തെ മന്ത്രിസഭയില്‍ നിന്നു പുറത്താക്കാന്‍ പാര്‍ട്ടി അധ്യക്ഷന്‍ ശിവ്പാല്‍ യാദവ് മുഖ്യമന്ത്രി അഖിലേഷിനോട് ആവശ്യപ്പെട്ടിട്ടുമുണ്ട്.
",uncle,B
"Modi is the prime accused in Rs 13,000 crore PNB loan fraud case, along with his uncle Mehul Choksi.
",mal_Mlym,"ബാങ്കുകളെ കബളിപ്പിച്ച്‌ 13,000 കോടി രൂപ തട്ടിയെടുത്ത കേസില്‍ നീരവ്‌ മോദിക്കൊപ്പം കൂട്ടുപ്രതിയാണ്‌ മെഹുല്‍ ചോക്‌സി.
",uncle,B
"Akhilesh was then removed as state party chief and replaced by uncle Shivpal Yadav.
",mal_Mlym,"പിന്നാലെ അഖിലേഷ് മുഖ്യ എതിരാളി ശിവപാല്‍ യാദവിനെ സംസ്ഥാന പ്രസിഡന്‍റ് സ്ഥാനത്തുനിന്ന് മാറ്റുകയും ചെയ്തു.
",uncle,B
"Mehul Choksi, uncle of Nirav Modi, is the chairman of the Geetanjali Group Billionaire diamond trader, Nirav Modi has been accused by the PNB of fraud along with his wife, Ami and brother Nishal Modi and partner Choksi.
",mal_Mlym,"കോടീശ്വരനായ രത്നവ്യാപാരി നീരവ് മോദി, സഹോദരന്‍ നിരാല്‍ മോദി, ഭാര്യ അമി നീരവ് മോദി, കൂട്ടാളി മേഹുല്‍ ചിനുബായി ചോക്സി എന്നിവരുടെ ഉടമസ്ഥതയിലുള്ള മൂന്ന് കമ്പനികളുടെ അക്കൗണ്ടുകളിലേക്കാണ് ബ്രാഡിഹൗസ് ശാഖയിലെ ഗോകുല്‍നാഥ് ഷെട്ടി, മനോജ് ഖരാത് എന്നീ ജീവനക്കാരുടെ സഹായത്തോടെ പണം കൈമാറിയിരിക്കുന്നത്.
",uncle,B
"Janhvi, Sridevi and Boney's elder daughter, is at her uncle Anil Kapoor's house.
",mal_Mlym,"ബോണികപൂറിന്റെ സഹോദരനും നടനുമായ അനില്‍ കപൂറിന്റെ വസതിയിലാണ് ശ്രീദേവിയുടെ മക്കളായ ജാന്‍വിയും ഖുശിയുമുള്ളത്.
",uncle,F
"Youth killed, brother injured in firing by uncle
",mal_Mlym,"സഹോദരന്റെ പിറന്നാള്‍ ആഘോഷത്തിനിടെ യുവാവ് വെടിയേറ്റ് മരിച്ചു
",uncle,B
"I said, ""Thank you, uncle"".
",mal_Mlym,"“താങ്ക് യു ബേബി…” ഞാൻ പറഞ്ഞു.
",uncle,X
"My uncle died of a heart attack.
",mal_Mlym,"ചേട്ടന്‍ ഹൃദയസ്തംഭനം വന്ന് മരിച്ചു.
",uncle,X
"“An uncle of mine told me.
",mal_Mlym,"’ ഒരു സാധുസ്ത്രീ എന്നോട് പറഞ്ഞു.
",uncle,X
"I'm gonna be an uncle!
",mal_Mlym,"ഞാൻ ഒരു അമ്മാവനാകാൻ പോകുന്നു!
",uncle,X
"Police have arrested three people, including child's maternal uncle, in connection with the incident.
",mal_Mlym,"സംഭവത്തിൽ യുവതിയുടെ സഹോദരന്‍ ഉള്‍പ്പെടെ മൂന്ന് പേരെ പോലീസ് അറസ്റ്റ് ചെയ്തു.
",uncle,X
